Icon,Title,Description,Exclusive,Type
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_7.png,Injury Relieve,"Born to be tough and resilient, DMG taken -[3,6,9]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_9.png,Light Footsteps,"Takes soft steps, reducing the volume footfall noise by [10,30,50]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_38.png,Hardened Skin - Anti-Blunt Strike,"Thick skin resists slams. DMG taken from blunt-type attacks -[10,15,20]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_31.png,Bow DMG Increase,"Using a bow deals more damage. Bow DMG +[3,6,9]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_75.png,Weak Spot Enhance,"Intentionally strengthens own weak spots. Damage taken when hit -[20,40,60]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_35.png,Dual-blade DMG Increase,"Using a dual-blade deals more damage. Dual-blades DMG +[3,6,9]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_54.png,Fatal,"Damaging a target with less than 30% HP has a 20% chance to increase the damage by [15,20,25]% and inflict a 5-second hidden wound. If the target moves with haste while wounded, they’ll bleed heavily, losing HP equal to [40,60,80]% of the attacker's ATK per second.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_37.png,Hardened Skin - Anti-Slash,"Thick skin resists slashes. DMG taken from slash-type attacks -[10,15,20]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_10.png,Without a Sound,"Moves stealthily, making [10,30,50]% fewer sounds.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_49.png,Last Radiance,"Possesses tenacious vitality, able to recover 20% of HP in 5 seconds when HP is below [10,20,30]%. (CD: 40s)",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_20.png,Anti-Hunger,"Has a strong body that is more resistant to hunger and able to store more food. Max Satiety +[20,30,40]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_24.png,Blood Activating,"Has abundant vitality, HP Recovery Speed +[50,100,200]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_145.png,Riposte,"When defending against melee attacks with a weapon (not a shield), there is a [10,15,20]% chance to use an additional 30 Stamina to Cripple the attacker for 5 seconds, significantly reducing their ATK.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_135.png,Grinding acceleration,"Mastering grinding techniques reduces the time required to complete grinding tasks by [10,20,30]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_111.png,Determined,"Stay composed in the face of danger. Gain a stat boost after staying still for 6 seconds, ATK +[1,1.5,2]%, Attack Speed +2%, Crit +[2,2,3]%, Crit DMG +[2,3,4]% at the cost of taking slightly higher damage, stacking up to 5 times; all effects are removed after moving.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_56.png,Bite the Bullet,"Potential is activated under the spur of motivation. When under attack, there is a 30% chance to increase self Max Load by [20,30,50]% for 10 seconds. (CD: 30s)",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_33.png,Gauntlets DMG Increase,"Using a pair of gauntlets deals more damage. Gauntlets DMG +[3,6,9]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_25.png,Full Stamina,"Improves stamina recovery, receiving an additional [15,25,50]% from each stamina recovery.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_11.png,Unnoticeable,"Good at disguising. When spotted by enemies, Vigilance -[20,40,60]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_58.png,Fire Deterrence,"The ghastly vision of the burning body deals a crushing blow to the enemy's courage, reducing their ATK and movement speed by 10% within a [3,5,8]m radius for 10 seconds, stacking up to 3 times.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_102.png,Shield Bash,"By mastering the shield technique, you can use (10% Max Stamina+[17,12,7]) Stamina to deflect melee attacks, inflicting damage equal to 100% of your ATK on the attacker. However, if your Stamina is less than 30% while defending yourself, you will take 200% damage.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_36.png,Hardened Skin - Anti-Pierce,"Thick skin resists Pierce attacks. DMG taken from piercing-type attacks -[10,15,20]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_109.png,Merciless Means,"The enemy died a terrible death, reducing the Attack Speed of surviving enemies within 10 meters, reducing their Attack Speed by [5,10,15]%, Crit Resist by [10,15,20]% and DEF by [10,15,20]% for 20 seconds.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_53.png,Spreading Flames,"When I'm on fire, no one can escape! When the body is ignited, the burn effect can be transferred to enemies within a [1,2,3]m radius.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_16.png,Desperate Struggle,Recovers 15% of HP in 5 seconds when HP is below 15%. (CD: 35s),,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_6.png,Enhance DEF,"Has a higher defense than most people, DEF +[3,6,9]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_92.png,Quick Bandaging,"The multi-time [3,2,1] rd place of the tribe's bandaging competition. Bandage Time -[30%,40%,50%]%",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_43.png,Remote Strike,"The attack gets stronger the farther away the enemy is. DMG to enemies 15 meters away +[3,6,9]%",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_83.png,Dodge and Strike,"Successfully dodging an enemy attack increases Movement Speed +[10,20,30]%, Attack Speed +[10,20,30]%, ATK +[5,7.5,10]% for 5 seconds. (CD: 10s)",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_29.png,Single Blade DMG Increase,"A blade is more powerful when used with one hand. Single blade DMG +[3,6,9]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_76.png,Fight Back,"Each joint of the body is a lethal weapon. When a body part(except head) other than the weak spots is hit by a melee attack within a 5m range, [10,15,20]% of the damage is returned back to the attacker.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_4.png,Fierce Attack,"Launches a fierce attack, Attack Speed +[3,6,9]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_41.png,Trick Force,"Mastered how to use force most effectively. Stamina cost -[10,20,30]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_139.png,Jewelry manufacturing accelerates,"Proficient in jewelry craftsmanship, the time required to complete jewelry production is reduced by [10,20,30]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_64.png,Clever Escape,"Stores up Stamina to make a quick getaway at any time, also recovers [10,15,25] Stamina from Hitstun. (CD: 5s)",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_97.png,Fight to Death,"Prefers counterattack to defense. When attacked, has a 20% chance to increase own ATK by [20,30,50]% at the cost of reducing DEF by [20,30,50]% for 15 seconds. (CD: 25s)",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_5.png,Powerful Attack,"Has a brutal strength. ATK +[3,6,9]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_99.png,Bloodbath Recovery,"Blood is life. Taking damage has a 20% chance to activate Bloodlust Recovery, restoring HP equal to [10,20,30]% of own ATK per second for 15 seconds. HP lost to Bleeding during this effect is converted into [1.0,1.25,1.5]x the amount of HP recovery. (CD: 25s)",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_68.png,Arm Stress Response,"The stress response has a 20% chance to kick in when the arm is attacked, DMG taken -[20,30,50]% for 5 seconds. (CD: 12s)",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_110.png,Slaughter Fervency,"There are no words to describe the thrill from killing enemies. Each time you kill or bring an enemy to near death, gain Superarmor and a huge Crit Resist boost for [5,7.5,10] seconds. (CD: 30s)",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_44.png,Extraordinary Talent,"Blessing bestowed by the gods; triggering chance of all probabilistic talents +[10,15,20]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_107.png,Enemy Down Fervency,"Get more pumped after taking down each enemy. If there is a dying or killed enemy within 10 meters, gain [1,2,3] stacks of attack blocking effect, which is consumed upon being attacked. (CD: 40s)",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_80.png,Loaded Raid,"Travels faster despite carrying weight. When load is above 90%, Movement Speed +[10,20,40]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_115.png,Steel Body,"When attacked, gains immunity to Hitstun if current Resilience is higher than [70,60,50]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_3.png,Swift Pace,"Fast paced, Movement Speed +[3,6,9]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_77.png,Weakness Thump,"Attacking the enemy's weak spot has a 25% chance of increasing damage by [15,20,25]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_14.png,Strong Physique,This body has endured so much. Max Stamina +20.,,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_120.png,Suppress Violence,"Suppress enemies with sheer power. When hitting the target, has a [5,10,15]% chance to reduce their Crit by 7% for 15s, stacking up to 5 times.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_100.png,Lose-lose,"The pain gradually becomes unbearable. When own weak spot is attacked, has a 25% chance to increase the damage dealt to the enemy's weak spot by [20,40,60]% in the next 15 seconds. However, the DMG taken on own weak spot also increases by [20,40,60]%. The effect lasts for 15 seconds. (CD: 25s)",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_95.png,Blood Absorption,"Satiate hunger with blood. Dealing damage to targets within 5 meters has a [5,10,15]% chance to inflict additional damage equal to 3% of their Max HP (up to 100 HP) and heal the attacker for the same amount. This effect is 5% stronger (up to 150 HP) against bleeding targets.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_70.png,Thigh Stress Response,"The stress response has a 20% chance to kick in when the thigh is attacked, DMG taken -[20,30,50]% for 5 seconds. (CD: 12s)",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_106.png,Wrath of Revenge,"Channels fury into strength, becoming utterly infuriated when there's a dying or dead ally within 10 meters, ATK +[10,15,20]%, DEF +[15,20,25]%, Attack Speed +[5,7.5,10]%, Movement Speed +[5,10,15]%, and recover [10,15,20] Stamina per second for 20 seconds. (CD: 50s)",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_30.png,Spear DMG Increase,"A spear grants greater power. Spear DMG +[3,6,9]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_50.png,Wild Nature Awakened,"Dangers of death will bring out the wildness within. When HP is below 30%, ATK +[10,15,20]%, Stamina +[10,15,20] per second, DEF -20%, lasting for 15 seconds. (CD: 30s)",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_140.png,Accelerating construction and manufacturing,"With proficiency in building manufacturing processes, the time required to complete building manufacturing work is shortened by [10,20,30]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_23.png,Good Hearing,"Good hearing, able to hear sounds [5,10,15] decibels lower than the average person.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_32.png,Hammer DMG Increase,"A hammer grants greater power. Hammer DMG +[3,6,9]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_72.png,Torso Destruction,"Familiar with torso structure. When attacking the torso of the target, has a 20% chance to increase DMG by [10,15,25]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_27.png,Slow Absorption (Water),"Slow water absorption. Water Consumption -[10,30,50]%",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_19.png,Camel Cow,"Carries weight skillfully, Max Load +[20,40,60]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_82.png,Defense to Offense,"Mastered great skills for reflecting attacks. Returns a [20,35,50]% of damage to the attacker after successfully reflecting the enemy's melee attack.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_18.png,Escaping Death,"When HP is low (<15% or near death) and under attack, the attacker may face God's fury. (CD: 15s)",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_66.png,Hardened Body,"When facing threats, the body tenses up instantly. During Hitstun, there is a 20% chance of gaining Superarmor for [1,2,3] seconds. (CD: 5s)",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_130.png,Stone cutting speed,"Skilled stone cutters can shorten the time required to complete stone cutting work by [10, 20, 30]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_67.png,Head Stress Response,"The stress response has a 20% chance to kick in when the head is attacked, DMG taken -[20,30,50]% for 5 seconds. (CD: 12s)",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_61.png,Surprise Attack,"Each part has weak spots. Has a [10%,15%,20] chance for taking any part hit as a weak spot.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_28.png,Rapid Growth,"Good at reflecting on the past. Character EXP gained +[30,50,80]%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_88.png,Static Recovery,"Life is in stillness. When remaining stationary for 15 seconds without any movement, slowly recovers HP equal to [15,20,25]% of DEF per second.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_69.png,Torso Stress Response,"The stress response has a 20% chance to kick in when the torso is attacked, DMG taken -[20,30,50]% for 5 seconds. (CD: 12s)",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_78.png,Loadless Fast Marching,"Unleash agility with a lighter pack. Movement Speed +[5,10,15]% when the Load is less than 50%.",,Positive Gifts
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_267.png,Love baths,"Likes baths and gains 60 Mood when having a bath. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_310.png,Likes defecation,"Likes defecating and gains [20,40] Mood when doing so. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_268.png,Likes leather gear,"Likes the texture of leather and gains [20,40] Mood when equipped with leather gear. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_244.png,Likes staple food,"Feels content and gains [20,40] Mood when consuming food that provides satiety. For the next 15 minutes, the rate of mood decline decreases by [30,50]% and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_274.png,Likes stone weapons,"Likes stone weapons and gains [20,40] Mood when equipped with stone weapons. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_408.png,Dislikes rain,"Get irritated in rainy days and Mood drops by 6 when it rains. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_414.png,Dislikes baths,"Dislikes the feeling of being soaked by water and loses 6 Mood when having a bath. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_396.png,Dislikes sauced meat,"Eating sauced meat lowers 6 Mood. For the next 5 minutes, the rate of mood decline increases by 100%, and mood-improving effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_420.png,Dislikes cloth gear,"Dislikes low-quality costumes and Mood drops by 6 when equipped with cloth gear. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_298.png,Likes scorching heat,"A special physiological response to scorching heat that gives [20,40] Mood. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_247.png,Love meat,"A meat enthusiast who is satisfied when consuming meat and gains 60 Mood. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_262.png,Likes snow,"Loves winter in particular and gains [20,40] Mood when it snows. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_289.png,Love to be by water,"With a unique reliance on water bodies, gains 60 Mood when living near a water body. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_426.png,Dislikes bronze weapons,"Loses 6 Mood when equipped with bronze weapons. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_405.png,Aversion to Sunny Days,"Feels aversion to sunlight and Mood drops by [2,4] in sunny days. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_451.png,Aversion to monkey,"Gets annoyed by naughty monkeys, and loses [2,4] Mood when there's a monkey nearby. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_416.png,Dislikes leather gear,"Loses 6 Mood when equipped with leather gear. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_417.png,Aversion to bone weapons,"Loses [2,4] Mood when equipped with bone weapons. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_403.png,Aversion to alcohol,"Dislike of alcohol causes mood to drop by [2,4] when drinking. For the next 5 minutes, the rate of mood decline increases by [50,75]% and Mood gain decreases by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_275.png,Love stone weapons,"A stone weapon enthusiast who gains 60 Mood when equipped with stone weapons. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_394.png,Dislikes meat,"Eating meat lowers 6 Mood. For the next 5 minutes, the rate of mood decline increases by 100%, and mood-improving effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_434.png,Extremely dislikes alpaca and llama,"Finds everything about alpaca unbearable, and loses 6 Mood when there's an alpaca or llama nearby. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (Enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_253.png,Love fruits & vegetables,"A fruits & vegetables enthusiast who gains 60 Mood when consuming fruits or vegetables. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_278.png,Likes bronze weapons,"Likes bronze weapons and gains [20,40] Mood when equipped with bronze weapons. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_400.png,Dislikes fruits & vegetables,"Eating fruits or vegetables lowers 6 Mood. For the next 5 minutes, the rate of mood decline increases by 100%, and mood-improving effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_271.png,Love bone weapons,"A bone weapon enthusiast who gains 60 Mood when equipped with bone weapons. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_440.png,Dislikes mild heat,"With the sensitivity to temperature, Mood drops by 6 when in a mild heat environment. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_299.png,Love scorching heat,"Due to a special preference, gains 60 Mood when feeling the scorching heat. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_311.png,Loves defecation,"Due to a special preference, feels satisfied and gains 60 Mood when defecating. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_265.png,Love dancing,"Finds real freedom when dancing to the rhythm, and gains 60 Mood when dancing. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_294.png,Likes comfortable temperatures,"Gains [20,40] Mood when enjoying pleasant weather. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_285.png,Love outstanding leaders,"When the leader is of purple or higher quality, the barbarian gains 60 Mood. For the next 15 minutes, the rate of mood decline decreases by 70% and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_252.png,Likes fruits & vegetables,"Likes fruits & vegetables and gains [20,40] Mood when consuming it. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_410.png,Dislikes snow,"Feels aversion to everything in snowy days and Mood drops by 6 when it snows. For the next 5 minutes, the rate of mood decline increases by 100%, and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_248.png,Likes sauced meat,"Likes sauced meat and gains [20,40] Mood when consuming it. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_430.png,Dislikes communal living,"Hates being in a crowded place, Mood drops by 6 when in a tribe with more than 10 members. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_307.png,Passionate about monkey,"Always amused by funny monkeys, and gains 60 Mood at a fixed interval when there's a monkey nearby. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_404.png,Dislikes alcohol,"Extremely sensitive to the scent of alcohol, Mood drops by 6 when drinking. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_398.png,Dislikes tomatoes,"Eating tomatoes lowers 6 Mood. For the next 5 minutes, the rate of mood decline increases by 100%, and mood-improving effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_250.png,Likes tomatoes,"Likes tomatoes and gains [20,40] Mood when consuming it. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_260.png,Likes rain,"Loves rain in particular and gains [20,40] Mood when it rains. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_406.png,Dislikes sunny days,"Feels aversion to sunlight and Mood drops by 6 in sunny days. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60% (In the duration, enters a state of melancholy).",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_246.png,Likes meat,"Likes meat and gains [20,40] Mood when consuming it. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_407.png,Aversion to Rain,"Get irritated in rainy days and Mood drops by [2,4] when it rains. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
