Icon,Title EN,Title PT,Description EN,Description PT,Exclusive EN,Exclusive PT,Type EN,Type PT,nome imagem,New
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0048_06_01.webp?raw=true,Love mild cold,Uma predileção por frio ameno,"Due to a special preference, gains 60 Mood when feeling the mild cold. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Devido a uma preferência especial, ganha 60 de Humor ao sentir o frio ameno. Pelos próximos 15 minutos, a taxa de queda do humor diminui em 70% e os efeitos de melhoria do humor aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências,t7_img_0048_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0049_06_01.webp?raw=true,Likes mild heat,Gosta de calor ameno,"A special physiological response to mild heat that gives [20,40] Mood. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Uma resposta fisiológica especial ao calor ameno que dá 40 de Humor. Pelos próximos 15 minutos, a taxa de queda do humor diminui em [20,40] e os efeitos de melhoria do humor aumentam em [30,50]%.",,Nenhum,Preferences,Preferências,t7_img_0049_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0050_06_01.webp?raw=true,Love mild heat,Uma predileção por calor ameno,"Due to a special preference, gains 60 Mood when feeling the mild heat. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Devido a uma preferência especial, ganha 60 de Humor ao sentir o calor ameno. Pelos próximos 15 minutos, a taxa de queda do humor diminui em 70% e os efeitos de melhoria do humor aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências,t7_img_0050_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0051_06_01.webp?raw=true,Likes comfortable temperatures,Gosta de temperaturas confortáveis,"Gains [20,40] Mood when enjoying pleasant weather. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Ganha 40 de Humor ao desfrutar de temperaturas confortáveis. Pelos próximos 15 minutos, a taxa de queda do humor diminui em [20,40] e os efeitos de melhoria do humor aumentam em [30,50]%.",,Nenhum,Preferences,Preferências,t7_img_0051_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0052_06_01.webp?raw=true,Love comfortable temperatures,Uma predileção por temperaturas confortáveis,"Passionate about comfortable temperatures. When in such environments, mood increases by 60. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Apaixonado por temperaturas confortáveis. Quando nesses ambientes, o humor aumenta em 60. Pelos próximos 15 minutos, a taxa de queda do humor diminui em 70% e os efeitos de melhoria do humor aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências,t7_img_0052_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0053_06_01.webp?raw=true,Likes the cold,Gosta de frio,"A special physiological response to cold that gives [20,40] Mood. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Uma resposta fisiológica especial ao frio que dá 40 de Humor. Pelos próximos 15 minutos, a taxa de queda do humor diminui em [20,40] e os efeitos de melhoria do humor aumentam em [30,50]%.",,Nenhum,Preferences,Preferências,t7_img_0053_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0054_06_01.webp?raw=true,Love the cold,Uma predileção por frio,"Due to a special preference, gains 60 Mood when feeling the cold. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Devido a uma preferência especial, ganha 60 de Humor ao sentir frio. Pelos próximos 15 minutos, a taxa de queda do humor diminui em 70% e os efeitos de melhoria do humor aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências,t7_img_0054_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0056_06_01.webp?raw=true,Love scorching heat,Uma predileção por calor escaldante,"Due to a special preference, gains 60 Mood when feeling the scorching heat. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Devido a uma preferência especial, ganha 60 de Humor ao sentir o calor escaldante. Pelos próximos 15 minutos, a taxa de queda do humor diminui em 70% e os efeitos de melhoria do humor aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências,t7_img_0056_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0057_06_01.webp?raw=true,Likes legendary leaders,Gosta de líderes lendários,"When the leader is of red or higher quality, the barbarian gains [20,40] Mood. For the next 15 minutes, the rate of mood decline decreases by [30,50]% and mood-improvement effects increase by [75,100]%.","Quando o líder é de qualidade vermelha ou superior, o selvagem ganha 40 de Humor. Pelos próximos 15 minutos, a taxa de queda do humor diminui em [20,40] e os efeitos de melhoria do humor aumentam em [30,50]%.",,Nenhum,Preferences,Preferências,t7_img_0057_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0058_06_01.webp?raw=true,Love legendary leaders,Uma predileção por líderes lendários,"When the leader is of red quality, the barbarian gains 60 Mood. For the next 15 minutes, the rate of mood decline decreases by 70% Mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Quando o líder é de qualidade vermelha ou superior, o selvagem ganha 60 de Humor. Pelos próximos 15 minutos, a taxa de queda do humor diminui em 70% e os efeitos de melhoria do humor aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências,t7_img_0058_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0059_06_01.webp?raw=true,Likes panther,Gosta de leopardos,"Feels elated when there's a panther nearby and gains [20,40] Mood at a fixed interval. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Sente-se alegre ao estar próximo de leopardos, recebendo 40 pontos de Humor a cada intervalo de tempo. Por 15 minutos, a taxa de queda de Humor é reduzida em [20,40] e os pontos de Humor adquiridos aumentam em [30,50]%.",,Nenhum,Preferences,Preferências,t7_img_0059_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0060_06_01.webp?raw=true,Passionate about panther,Adora leopardos,"Loves panthers in particular and gains 60 Mood at a fixed interval when there's a panther nearby. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Sente uma grande afeição por leopardos, recebendo 60 pontos de Humor a cada intervalo de tempo na presença deles. Além disso, durante 15 minutos, a taxa de queda de Humor diminui em 70% e os pontos de Humor adquiridos aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências,t7_img_0060_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0061_06_01.webp?raw=true,Likes parrot,Gosta de papagaios,"Feels elated when there's a parrot nearby and gains [20,40] Mood at a fixed interval. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Sente-se alegre ao estar próximo de papagaios, recebendo 40 pontos de Humor a cada intervalo de tempo. Por 15 minutos, a taxa de queda de Humor é reduzida em [20,40] e os pontos de Humor adquiridos aumentam em [30,50]%.",,Nenhum,Preferences,Preferências,t7_img_0061_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0062_06_01.webp?raw=true,Passionate about parrot,Adora papagaios,"Gets captivated by the alluring parrots, and gains 60 Mood at a fixed interval when there's a parrot nearby. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Papagaios são criaturas exuberantes e fascinantes. Na presença deles, recebe 60 pontos de Humor a cada intervalo de tempo. Além disso, durante 15 minutos, a taxa de queda de Humor diminui em 70% e os pontos de Humor adquiridos aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências,t7_img_0062_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0063_06_01.webp?raw=true,Likes monkey,Gosta de macacos,"Gains [20,40] Mood at a fixed interval when there's a monkey nearby. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Sente-se alegre ao estar próximo de macacos, recebendo 40 pontos de Humor a cada intervalo de tempo. Por 15 minutos, a taxa de queda de Humor é reduzida em [20,40] e os pontos de Humor adquiridos aumentam em [30,50]%.",,Nenhum,Preferences,Preferências,t7_img_0063_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0064_06_01.webp?raw=true,Passionate about monkey,Adora macacos,"Always amused by funny monkeys, and gains 60 Mood at a fixed interval when there's a monkey nearby. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Macacos são criaturas engraçadas e divertidas. Na presença deles, recebe 60 pontos de Humor a cada intervalo de tempo. Além disso, durante 15 minutos, a taxa de queda de Humor diminui em 70% e os pontos de Humor adquiridos aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências,t7_img_0064_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0065_06_01.webp?raw=true,Likes ostrich,Gosta de avestruzes,"Feels elated when there's an ostrich nearby and gains [20,40] Mood at a fixed interval. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Sente-se alegre ao estar próximo de avestruzes, recebendo 40 pontos de Humor a cada intervalo de tempo. Por 15 minutos, a taxa de queda de Humor é reduzida em [20,40] e os pontos de Humor adquiridos aumentam em [30,50]%.",,Nenhum,Preferences,Preferências,t7_img_0065_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0066_06_01.webp?raw=true,Passionate about ostrich,Adora avestruzes,"Loves ostrich in particular and gains 60 Mood at a fixed interval when there's an ostrich nearby. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Sente uma grande afeição por avestruzes, recebendo 60 pontos de Humor a cada intervalo de tempo na presença deles. Além disso, durante 15 minutos, a taxa de queda de Humor diminui em 70% e os pontos de Humor adquiridos aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências,t7_img_0066_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0068_06_01.webp?raw=true,Loves defecation,Adora defecar,"Due to a special preference, feels satisfied and gains 60 Mood when defecating. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Sente um prazer especial ao defecar, ganhando 60 pontos de humor ao fazê-lo. Por 15 minutos, a taxa de queda de Humor é reduzida em 70% e os pontos de Humor adquiridos aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências,t7_img_0068_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0069_06_01.webp?raw=true,Unusual liking,Gostos Peculiares,"How come it's liked this way? Being covered in feces adds to the excitement; gains 20 Mood when consuming it, and for the next 15 minutes, the rate of mood decline decreases by 30%, and mood-improvement effects increase by 75%. (During this time, it can lead to a state of elation.)","O que é isso? Como alguém consegue gostar desse cheiro? Ficar coberto de fezes deixa você mais animado. Ao consumir, ganha 20 pontos de humor e a taxa de queda do humor diminui em 30% por 15 minutos, com um aumento de 75% ao ganhar pontos de humor.",,Nenhum,Preferences,Preferências,t7_img_0069_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0070_06_01.webp?raw=true,Yummy!,Esse cheiro mesmo,"Yeah, this flavor is the one - insanely stimulating and totally addictive. Being covered in feces adds to the excitement; gains 40 Mood when consuming it, and for the next 15 minutes, the rate of mood decline decreases by 50%, and mood-improvement effects increase by 100%.","Hmm, esse cheiro... Estimulante, mas também inebriante. Ficar coberto de fezes deixa você mais animado. Ao consumir, ganha 40 pontos de humor e a taxa de queda do humor diminui em 50% por 15 minutos, com um aumento de 100% ao ganhar pontos de humor.",,Nenhum,Preferences,Preferências,t7_img_0070_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t7_img_0071_06_01.webp?raw=true,Terrifying Hobbies,Gostos Macabros,"The taste is hard to talk about, yet irresistible. Being covered in feces adds to the excitement; gains 60 Mood when consuming it, and for the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Difícil de admitir, mas é irresistível. Ficar coberto de fezes deixa você mais animado. Ao consumir, ganha 60 pontos de humor e a taxa de queda do humor diminui em 70% por 15 minutos, com um aumento de 125% ao ganhar pontos de humor. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências,t7_img_0071_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0001_06_01.webp?raw=true,Aversion to staple food,Aversão a alimentos básicos,"Feels nauseous and loses [2,4] Mood when consuming staple food. For the next 5 minutes, the rate of mood decline increases by [50,75]%, and mood-improving effects decrease by [20,40]%.","Sente náuseas e perde 2 de Humor ao consumir alimentos básicos. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências,t11_img_0001_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0002_06_01.webp?raw=true,Dislikes staple food,Não gosta de alimentos básicos,"Feels nauseous and loses 6 Mood when consuming staple food. For the next 5 minutes, the rate of mood decline increases by 100%, and mood-improving effects decrease by 60%. (In the duration, enters a state of melancholy)","Sente náuseas e perde 6 de Humor ao consumir alimentos básicos. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100%, e os efeitos de melhoria do humor diminuem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências,t11_img_0002_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0003_06_01.webp?raw=true,Aversion to meat,Aversão à carne,"Eating meat lowers [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]%, and mood-improving effects decrease by [20,40]%.","Comer carne diminui 2 de Humor. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4], e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências,t11_img_0003_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0004_06_01.webp?raw=true,Dislikes meat,Não gosta de carne,"Eating meat lowers 6 Mood. For the next 5 minutes, the rate of mood decline increases by 100%, and mood-improving effects decrease by 60%. (In the duration, enters a state of melancholy)","Comer carne diminui 6 de Humor. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100%, e os efeitos de melhoria do humor diminuem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências,t11_img_0004_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0005_06_01.webp?raw=true,Aversion to sauced meat,Aversão à carne ao molho,"Eating sauced meat lowers [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]%, and mood-improving effects decrease by [20,40]%.","Comer carne ao molho diminui 2 de Humor. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências,t11_img_0005_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0007_06_01.webp?raw=true,Aversion to tomatoes,Aversão a tomates,"Eating tomatoes lowers [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]%, and mood-improving effects decrease by [20,40]%.","Comer tomates diminui 2 de Humor. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências,t11_img_0007_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0008_06_01.webp?raw=true,Dislikes tomatoes,Não gosta de tomates,"Eating tomatoes lowers 6 Mood. For the next 5 minutes, the rate of mood decline increases by 100%, and mood-improving effects decrease by 60%. (In the duration, enters a state of melancholy)","Comer tomates diminui 6 de Humor. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100% e os efeitos de melhoria do humor diminuem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências,t11_img_0008_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0009_06_01.webp?raw=true,Aversion to fruits & vegetables,Aversão a frutas e vegetais,"Eating fruits or vegetables lowers [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]%, and mood-improving effects decrease by [20,40]%.","Comer frutas ou vegetais diminui 2 de Humor. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências,t11_img_0009_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0010_06_01.webp?raw=true,Dislikes fruits & vegetables,Não gosta de frutas e vegetais,"Eating fruits or vegetables lowers 6 Mood. For the next 5 minutes, the rate of mood decline increases by 100%, and mood-improving effects decrease by 60%. (In the duration, enters a state of melancholy)","Comer frutas ou vegetais diminui 6 de Humor. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100% e os efeitos de melhoria do humor diminuem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências,t11_img_0010_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0011_06_01.webp?raw=true,Aversion to tobacco,Aversão ao tabaco,"Feels aversion to tobacco and Mood drops by [2,4] when smoking. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.","Sente aversão ao tabaco e o Humor diminui 2 ao fumar. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências,t11_img_0011_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0012_06_01.webp?raw=true,Dislikes tobacco,Não gosta do tabaco,"Dislikes the scent of tobacco and Mood drops by 6 when smoking. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)","Não gosta do cheiro do tabaco e o Humor diminui 6 ao fumar. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100% e os efeitos de melhoria do humor diminuem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências,t11_img_0012_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0013_06_01.webp?raw=true,Aversion to alcohol,Aversão ao álcool,"Dislike of alcohol causes mood to drop by [2,4] when drinking. For the next 5 minutes, the rate of mood decline increases by [50,75]% and Mood gain decreases by [20,40]%.","Aversão ao álcool que faz com que o Humor diminua em 2 ao beber. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e o ganho de Humor diminui em [50,75]%.",,Nenhum,Preferences,Preferências,t11_img_0013_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0014_06_01.webp?raw=true,Dislikes alcohol,Não gosta de álcool,"Extremely sensitive to the scent of alcohol, Mood drops by 6 when drinking. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)","Extremamente sensível ao cheiro do álcool, o Humor diminui em 6 ao beber. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100% e os efeitos de melhoria do humor diminuem em 60%.(Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências,t11_img_0014_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0016_06_01.webp?raw=true,Dislikes sunny days,Não gosta de dias ensolarados,"Feels aversion to sunlight and Mood drops by 6 in sunny days. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60% (In the duration, enters a state of melancholy).","O tempo ensolarado causa desconforto, diminuindo 6 de Humor em dias ensolarados. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100%, e os efeitos de melhoria do humor diminuem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências,t11_img_0016_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0017_06_01.webp?raw=true,Aversion to Rain,Aversão a dias chuvosos,"Get irritated in rainy days and Mood drops by [2,4] when it rains. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.","O tempo chuvoso causa irritação, diminuindo 2 pontos de Humor em dias chuvosos. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4], e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências,t11_img_0017_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0019_06_01.webp?raw=true,Aversion to Snow,Aversão a dias de neve,"Feels aversion to everything in snowy days and Mood drops by [2,4] when it snows. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.","Tudo relacionado a dias de neve é irritante, diminuindo 2 pontos de Humor em dias com neve. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4], e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências,t11_img_0019_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0020_06_01.webp?raw=true,Dislikes snow,Não gosta de dias de neve,"Feels aversion to everything in snowy days and Mood drops by 6 when it snows. For the next 5 minutes, the rate of mood decline increases by 100%, and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)","Tudo relacionado a dias de neve é irritante, diminuindo 6 pontos de Humor em dias com neve. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100%, e os efeitos de melhoria do humor diminuem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências,t11_img_0020_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0021_06_01.webp?raw=true,Aversion to dancing,Desgosto pela dança,"Feels aversion to dancing due to uncoordinated limbs, and loses [2,4] Mood when dancing. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.","Não gosta de dançar por falta de coordenação motora. Perde 2 pontos de Humor ao dançar. Por 5 minutos, a taxa de queda de Humor é aumentada em [2,4] e os pontos de Humor adquiridos reduzem em [50,75]%.",,Nenhum,Preferences,Preferências,t11_img_0021_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0022_06_01.webp?raw=true,Dislikes dancing,Aversão à dança,"Hates dancing due to uncoordinated limbs, and loses 6 Mood when dancing. For the next 5 minutes, the rate of mood decline increases by 100%, and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)","Odeia dançar por falta de coordenação motora. Perde 6 pontos de Humor ao dançar. Por 5 minutos, a taxa de queda de Humor é aumentada em 100% e os pontos de Humor adquiridos reduzem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências,t11_img_0022_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0023_06_01.webp?raw=true,Aversion to Baths,Aversão a banhos,"Feels aversion to baths and Mood drops by [2,4] when having a bath. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.","Sente aversão a banhos, o Humor cai em 2 ao tomar banho. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências,t11_img_0023_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0025_06_01.webp?raw=true,Aversion to leather gear,Aversão a equipamentos de couro,"Loses [2,4] Mood when equipped with leather gear. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.","Perde 2 de Humor ao equipar equipamentos de couro. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências,t11_img_0025_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0026_06_01.webp?raw=true,Dislikes leather gear,Não gosta de equipamentos de couro,"Loses 6 Mood when equipped with leather gear. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)","Perde 6 de Humor ao equipar equipamentos de couro. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100% e os efeitos de melhoria do humor diminuem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências,t11_img_0026_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0027_06_01.webp?raw=true,Aversion to bone weapons,Aversão a armas de osso,"Loses [2,4] Mood when equipped with bone weapons. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.","Perde 2 de Humor ao equipar armas de osso. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências,t11_img_0027_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0028_06_01.webp?raw=true,Dislikes bone weapons,Não gosta de armas de osso,"Loses 6 Mood when equipped with bone weapons. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)","Perde 6 de Humor ao equipar armas de osso. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100% e os efeitos de melhoria do humor diminuem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências,t11_img_0028_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t11_img_0029_06_01.webp?raw=true,Aversion to cloth gear,Aversão a trajes de pano,"Feels aversion to low-quality costumes and Mood drops by [2,4] when equipped with cloth gear. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.","Sente aversão ao tabaco e o Humor diminui 2 ao fumar. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências,t11_img_0029_06_01.webp,
