Icon,Título,Descrição,Exclusivo,Tipo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_117.png,Uníssono Mente-Coração,"Desfere ataques ferozes; ao atingir o alvo, tem [10,15,20]% de chance de entrar no fluxo do coração, ativando todos os talentos do usuário que precisam ser ativados em [5,7,5,10]s. (Recarga: 25s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_74.png,Destruição da cauda,"Familiarizado com a estrutura da cauda. Ao atacar a cauda do alvo, tem 20% de chance de aumentar o dano em [10,15,25]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_22.png,Visão longa,"Visão excepcional, distância de visão +[3,5,10] metros.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_122.png,Sentidos embriagados,"Com aparência de bêbado, mas espírito sóbrio. Esquiva-se de ataques [1,2,3] em até 15 segundos após beber. Quem bebe esquiva-se de mais ataques (CD: 30 segundos).",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_12.png,Engenhoso,"Quando a autoconsciência domina o corpo, a probabilidade de o corpo reagir ao perigo aumenta em [10, 20, 35]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_71.png,Destruição de membros,"Especialista em membros. Atacar os membros do inimigo tem 20% de chance de causar [10,15,25]% de dano bônus.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_125.png,Expansão da mochila,"Um compartimento oculto na mochila aumenta o espaço de armazenamento. Possui [10,20,30] espaços de inventário a mais em comparação com a mochila média.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_55.png,Aceleração sob tensão,"Escapa do perigo num instante. Ao ser atacado, tem 20% de chance de aumentar sua própria Velocidade de Movimento em [15,20,30]% por 6 segundos. (Recarga: 20s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_118.png,DEFESA DE PEN,"Ao atingir o alvo, há uma chance de [5,10,15]% de ignorar a DEF do alvo. (Recarga: 2s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_121.png,Malícia,"Gera malícia contra inimigos que carregam debuffs; ao atacar alvos dentro de 5m sob Veneno, Queimadura e Sangramento, tem 15% de chance de ganhar um acúmulo de efeito que aumenta o próprio Crítico em [1,2,3]% e o Dano Crítico em [2,3,4]%, dura 10s, pode ser acumulado até 5 vezes.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_26.png,Absorção lenta (alimentos),"A digestão dos alimentos é mais lenta, Consumo de Saciedade -[10,30,50]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_47.png,Recarga rápida,"Um gênio nato, com talento natural para todo tipo de engenhoca. Torre de Besta, Velocidade de Recarga da Balista +[20,35,50]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_8.png,Vitalidade Plena,"Uma tez rosada e radiante indica boa saúde, HP máximo +[3,6,9]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_81.png,Resistência,"Após repelir um ataque inimigo, DEF +[30,50,80]% por 12 segundos e concede imunidade a acertos críticos durante esse período. (Recarga: 30s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_17.png,Contador Crítico,Recebe um aumento de 5% no dano por 6 segundos após bloquear um ataque inimigo. (Recarga: 15s),Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_85.png,Esquiva extrema,"Recupera instantaneamente [15,25,35] de Vigor após esquivar-se de ataques inimigos.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_15.png,Resposta a Crises,"Ao ser atacado, possui 20% de chance de aumentar a DEF e o HP máximo em 5% cada, por 30 segundos. (Recarga: 50s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_59.png,Desejo de sangue,"Com o desejo de sangue, ao atacar alvos dentro de 5 metros, tem 25% de chance de converter [10,20,30]% do dano em restauração de HP para si mesmo.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_7.png,Alívio de Lesões,"Nascido para ser forte e resiliente, DMG recebido -[3,6,9]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_9.png,Passos Leves,"Dá passos suaves, reduzindo o ruído de passos em [10,30,50]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_38.png,Pele Endurecida - Anti-Golpe Contundente,"Pele grossa resiste a golpes. Dano recebido de ataques contundentes -[10,15,20]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_31.png,Aumento de dano do arco,"Usar um arco causa mais dano. Dano do arco +[3,6,9]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_75.png,Reforço de Ponto Fraco,"Fortalece intencionalmente seus próprios pontos fracos. Dano recebido ao ser atingido: -[20,40,60]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_35.png,Aumento de dano de lâmina dupla,"Usar uma espada dupla causa mais dano. Dano das espadas duplas +[3,6,9]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_54.png,Fatal,"Causar dano a um alvo com menos de 30% de PV tem 20% de chance de aumentar o dano em [15, 20, 25]% e infligir um ferimento oculto de 5 segundos. Se o alvo se mover com pressa enquanto ferido, ele sangrará muito, perdendo PV igual a [40, 60, 80]% do ATQ do atacante por segundo.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_37.png,Pele Endurecida - Anti-Cortes,"Pele grossa resiste a cortes. Dano recebido de ataques do tipo corte -[10,15,20]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_10.png,Sem som,"Move-se furtivamente, fazendo [10,30,50]% menos barulho.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_49.png,Último Brilho,"Possui vitalidade tenaz, capaz de recuperar 20% do HP em 5 segundos quando o HP estiver abaixo de [10,20,30]%. (CD: 40s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_20.png,Combate à Fome,"Possui um corpo forte, mais resistente à fome e capaz de armazenar mais alimentos. Saciedade máxima +[20,30,40]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_24.png,Ativação do Sangue,"Possui vitalidade abundante, Velocidade de Recuperação de HP +[50,100,200]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_145.png,Resposta,"Ao se defender de ataques corpo a corpo com uma arma (não um escudo), há uma chance de [10,15,20]% de usar 30 de Vigor adicionais para Imobilizar o atacante por 5 segundos, reduzindo significativamente seu ATQ.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_135.png,aceleração de moagem,"Dominar as técnicas de retificação reduz o tempo necessário para concluir as tarefas de retificação em [10,20,30]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_111.png,Determinado,"Mantenha a compostura diante do perigo. Receba um aumento de atributos após ficar parado por 6 segundos: ATQ +[1,1,5,2]%, Velocidade de Ataque +2%, Crítico +[2,2,3]%, Dano Crítico +[2,3,4]%, ao custo de receber um pouco mais de dano. Os efeitos acumulam até 5 vezes; todos são removidos após se mover.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_56.png,Encare a situação de frente,"O potencial é ativado sob o estímulo da motivação. Quando sob ataque, há 30% de chance de aumentar a Carga Máxima em [20, 30, 50]% por 10 segundos. (Recarga: 30s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_33.png,Aumento de dano das manoplas,"Usar um par de manoplas causa mais dano. Dano das manoplas +[3,6,9]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_25.png,Resistência máxima,"Melhora a recuperação de resistência, recebendo um adicional de [15,25,50]% de cada recuperação de resistência.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_11.png,Imperceptível,"Bom em se disfarçar. Quando detectado por inimigos, Vigilância -[20,40,60]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_58.png,Prevenção de incêndios,"visão horrível do corpo em chamas causa um golpe devastador na coragem do inimigo, reduzindo seu ATQ e velocidade de movimento em 10% dentro de um raio de [3,5,8]m por 10 segundos, acumulando até 3 vezes.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_102.png,Golpe de Escudo,"Ao dominar a técnica de escudo, você pode usar (10% da Vigor Máximo + [17, 12, 7]) de Vigor para desviar ataques corpo a corpo, causando dano igual a 100% do seu ATQ no atacante. No entanto, se seu Vigor for inferior a 30% enquanto estiver se defendendo, você receberá 200% de dano.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_36.png,Pele Endurecida - Anti-Perfuração,"Pele grossa resiste a ataques perfurantes. Dano recebido de ataques perfurantes: -[10,15,20]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_109.png,Meios Impiedosos,"inimigo morreu de uma morte terrível, reduzindo a Velocidade de Ataque dos inimigos sobreviventes em um raio de 10 metros, reduzindo sua Velocidade de Ataque em [5,10,15]%, Resistência Crítica em [10,15,20]% e DEF em [10,15,20]% por 20 segundos.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_53.png,Chamas que se espalham,"Quando estou em chamas, ninguém pode escapar! Quando o corpo é incendiado, o efeito de queimadura pode ser transferido para inimigos em um raio de [1,2,3]m.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_16.png,Luta Desesperada,Recupera 15% do HP em 5 segundos quando o HP estiver abaixo de 15%. (Recarga: 35s),Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_6.png,Aprimorar DEF,"Possui uma defesa maior que a maioria das pessoas, DEF +[3,6,9]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_92.png,Curativo rápido,"O terceiro lugar [3,2,1] da tribo na competição de curativos. Tempo de curativo -[30%,40%,50%]%",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_43.png,Ataque remoto,"O ataque fica mais forte quanto mais longe o inimigo estiver. Dano a inimigos a 15 metros de distância +[3,6,9]%",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_83.png,Esquivar e Atacar,"Esquivar-se com sucesso de um ataque inimigo aumenta a Velocidade de Movimento em [10, 20, 30]%, a Velocidade de Ataque em [10, 20, 30]% e o ATQ em [5, 7,5, 10]% por 5 segundos. (Recarga: 10s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_29.png,Aumento de dano de lâmina única,"Uma lâmina é mais poderosa quando usada com uma mão. Dano de lâmina única +[3,6,9]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_76.png,Contra-ataque,"Cada articulação do corpo é uma arma letal. Quando uma parte do corpo (exceto a cabeça), que não seja um ponto fraco, é atingida por um ataque corpo a corpo dentro de um alcance de 5m, [10,15,20]% do dano é devolvido ao atacante.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_4.png,Ataque Feroz,"Lança um ataque feroz, Velocidade de Ataque +[3,6,9]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_41.png,Força de Truque,"Dominou a arte de usar a força com a máxima eficácia. Custo de resistência: -[10,20,30]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_139.png,A fabricação de joias acelera.,"Com proficiência em artesanato de joias, o tempo necessário para concluir a produção de joias é reduzido em [10,20,30]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_64.png,Fuga Inteligente,"Armazena Vigor para uma fuga rápida a qualquer momento, além de recuperar [10,15,25] de Vigor ao ser atingido. (Recarga: 5s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_97.png,Luta até a morte,"Prefere contra-atacar à defesa. Quando atacado, tem 20% de chance de aumentar seu próprio ATQ em [20, 30, 50]% ao custo de reduzir a DEF em [20, 30, 50]% por 15 segundos. (Recarga: 25s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_5.png,Ataque poderoso,"Possui força brutal. ATQ +[3,6,9]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_99.png,Recuperação após banho de sangue,"Sangue é vida. Ao sofrer dano, há 20% de chance de ativar Recuperação de Sede de Sangue, restaurando PV igual a [10, 20, 30]% do próprio ATQ por segundo durante 15 segundos. O PV perdido por Sangramento durante esse efeito é convertido em [1,0, 1,25, 1,5] vezes a quantidade de PV recuperado. (Recarga: 25s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_68.png,Resposta ao estresse do braço,"A resposta ao estresse tem 20% de chance de ser ativada quando o braço é atacado, causando -[20,30,50]% de dano recebido por 5 segundos. (Recarga: 12s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_110.png,Fervor de Matança,"Não há palavras para descrever a emoção de matar inimigos. Cada vez que você mata um inimigo ou o deixa à beira da morte, você ganha Superarmadura e um enorme aumento de Resistência a Crítico por [5, 7,5, 10] segundos. (Recarga: 30s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_44.png,Talento extraordinário,"Bênção concedida pelos deuses; aumenta a chance de todos os talentos probabilísticos em +[10,15,20]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_107.png,Fervor contra o inimigo,"Fique mais energizado após derrotar cada inimigo. Se houver um inimigo morrendo ou morto a até 10 metros de distância, ganhe [1,2,3] acúmulos de efeito de bloqueio de ataque, que são consumidos ao ser atacado. (Recarga: 40s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_80.png,Ataque carregado,"Desloca-se mais rápido apesar de carregar peso. Quando a carga for superior a 90%, a velocidade de movimento aumenta em [10, 20, 40]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_115.png,Corpo em aço,"Ao ser atacado, ganha imunidade a atordoamento se a Resiliência atual for maior que [70,60,50]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_3.png,Ritmo acelerado,"Ritmo acelerado, Velocidade de movimento +[3,6,9]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_77.png,Fraqueza Pancada,"Atacar o ponto fraco do inimigo tem 25% de chance de aumentar o dano em [15,20,25]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_14.png,Físico forte,Este corpo já suportou tanta coisa. Resistência máxima +20.,Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_120.png,Suprimir a violência,"Suprima os inimigos com poder bruto. Ao atingir o alvo, tem [5,10,15]% de chance de reduzir o crítico dele em 7% por 15s, acumulando até 5 vezes.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_100.png,Perder-perder,"dor gradualmente se torna insuportável. Quando seu ponto fraco é atacado, há 25% de chance de aumentar o dano causado ao ponto fraco do inimigo em [20, 40, 60]% nos próximos 15 segundos. No entanto, o dano recebido no seu ponto fraco também aumenta em [20, 40, 60]%. O efeito dura 15 segundos. (Recarga: 25s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_95.png,Absorção sanguínea,"Sacie a fome com sangue. Causar dano a alvos em um raio de 5 metros tem [5,10,15]% de chance de infligir dano adicional igual a 3% do HP máximo deles (até 100 HP) e curar o atacante na mesma quantidade. Esse efeito é 5% mais forte (até 150 HP) contra alvos sangrando.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_70.png,Resposta ao estresse na coxa,"A resposta ao estresse tem 20% de chance de ser ativada quando a coxa é atacada, causando -[20,30,50]% de dano recebido por 5 segundos. (Recarga: 12s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_106.png,Ira da Vingança,"Canaliza a fúria em força, ficando completamente enfurecido quando há um aliado morrendo ou morto a menos de 10 metros, ATQ +[10,15,20]%, DEF +[15,20,25]%, Velocidade de Ataque +[5,7,5,10]%, Velocidade de Movimento +[5,10,15]% e recupera [10,15,20] de Vigor por segundo durante 20 segundos. (Recarga: 50s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_30.png,Aumento de dano da lança,"Uma lança concede maior poder. Dano da lança +[3,6,9]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_50.png,Natureza Selvagem Desperta,"Os perigos da morte despertarão a selvageria interior. Quando o HP estiver abaixo de 30%, ATQ +[10,15,20]%, Vigor +[10,15,20] por segundo, DEF -20%, com duração de 15 segundos. (Recarga: 30s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_140.png,Acelerar a construção e a fabricação,"Com proficiência em processos de fabricação de edifícios, o tempo necessário para concluir o trabalho de fabricação de edifícios é reduzido em [10,20,30]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_23.png,Boa audição,"Boa audição, capaz de ouvir sons [5,10,15] decibéis abaixo da média.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_32.png,Aumento de dano do martelo,"Um martelo concede maior poder. Dano do martelo +[3,6,9]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_72.png,Destruição do Torso,"Familiarizado com a estrutura do torso. Ao atacar o torso do alvo, tem 20% de chance de aumentar o dano em [10,15,25]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_27.png,Absorção lenta (água),"Absorção lenta de água. Consumo de água -[10,30,50]%",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_19.png,Vaca Camelo,"Transporta peso com habilidade, Carga Máxima +[20,40,60]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_82.png,Da defesa ao ataque,"Domina habilidades incríveis para refletir ataques. Devolve [20,35,50]% do dano ao atacante após refletir com sucesso o ataque corpo a corpo do inimigo.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_18.png,Escapando da Morte,"Quando a vida estiver baixa (menos de 15% ou perto da morte) e sob ataque, o atacante poderá enfrentar a fúria de Deus. (Recarga: 15s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_66.png,Corpo Endurecido,"Ao enfrentar ameaças, o corpo se tensiona instantaneamente. Durante o atordoamento, há 20% de chance de ganhar Superarmadura por [1,2,3] segundos. (Recarga: 5s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_130.png,velocidade de corte de pedra,"Cortadores de pedra qualificados podem reduzir o tempo necessário para concluir o trabalho de corte de pedra em [10, 20, 30]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_67.png,Resposta ao estresse na cabeça,"A resposta ao estresse tem 20% de chance de ser ativada quando a cabeça é atacada, causando -[20,30,50]% de dano recebido por 5 segundos. (Recarga: 12s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_61.png,Ataque surpresa,"Cada parte tem pontos fracos. Há uma chance de [10%, 15%, 20] de qualquer parte atingida ter um ponto fraco.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_28.png,Crescimento rápido,"Bom em refletir sobre o passado. EXP do personagem ganho +[30,50,80]%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_88.png,Recuperação estática,"A vida está na quietude. Ao permanecer imóvel por 15 segundos sem qualquer movimento, recupera lentamente HP igual a [15,20,25]% de DEF por segundo.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_69.png,Resposta ao estresse do tronco,"A resposta ao estresse tem 20% de chance de ser ativada quando o torso é atacado, causando -[20,30,50]% de dano recebido por 5 segundos. (Recarga: 12s)",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_78.png,Marcha rápida sem carga,"Liberte a agilidade com uma mochila mais leve. Velocidade de movimento +[5,10,15]% quando a carga for inferior a 50%.",Nenhum,Presentes Positivos
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_267.png,banhos de amor,"Gosta de banhos e ganha 60 de humor ao tomar banho. Nos próximos 15 minutos, a taxa de declínio do humor diminui em 70% e os efeitos de melhora do humor aumentam em 125%. (Durante esse período, pode levar a um estado de euforia.)",Nenhum,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_310.png,Gosta de defecar,"Gosta de defecar e melhora o humor em [20,40]% ao fazê-lo. Nos próximos 15 minutos, a taxa de declínio do humor diminui em [30,50]% e os efeitos de melhoria do humor aumentam em [75,100]%.",Nenhum,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_268.png,Gosta de equipamentos de couro,"Gosta da textura do couro e ganha [20,40] de humor quando equipado com itens de couro. Nos próximos 15 minutos, a taxa de declínio do humor diminui em [30,50]% e os efeitos de melhoria do humor aumentam em [75,100]%.",Nenhum,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_244.png,Gosta de comida básica,"Sente-se satisfeito e obtém [20,40] de humor ao consumir alimentos que proporcionam saciedade. Nos próximos 15 minutos, a taxa de declínio do humor diminui em [30,50]% e os efeitos de melhoria do humor aumentam em [75,100]%.",Nenhum,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_274.png,Gosta de armas de pedra,"Gosta de armas de pedra e ganha [20,40] de humor quando equipado com armas de pedra. Nos próximos 15 minutos, a taxa de declínio de humor diminui em [30,50]% e os efeitos de melhoria de humor aumentam em [75,100]%.",Nenhum,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_408.png,Não gosta de chuva.,"Fica irritado em dias chuvosos e seu humor cai 6 pontos quando chove. Nos próximos 5 minutos, a taxa de declínio do humor aumenta em 100% e os efeitos de melhora do humor diminuem em 60%. (Durante esse período, entra em um estado de melancolia).",Nenhum,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_414.png,Não gosta de banhos,"Não gosta da sensação de ficar encharcado e perde 6 pontos de humor ao tomar banho. Nos próximos 5 minutos, a taxa de declínio do humor aumenta em 100% e os efeitos de melhora do humor diminuem em 60%. (Durante esse período, entra em um estado de melancolia).",Nenhum,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_396.png,Não gosta de carne com molho.,"Comer carne com molho diminui o humor em 6 pontos. Nos próximos 5 minutos, a taxa de declínio do humor aumenta em 100%, e os efeitos de melhora do humor diminuem em 60%. (Durante esse período, a pessoa entra em um estado de melancolia).",Nenhum,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_420.png,Não gosta de equipamentos de tecido,"Não gosta de trajes de baixa qualidade e seu humor cai em 6 pontos ao usar roupas de tecido. Nos próximos 5 minutos, a taxa de queda de humor aumenta em 100% e os efeitos de melhora de humor diminuem em 60%. (Durante esse período, entra em estado de melancolia).",Nenhum,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_298.png,Gosta de calor escaldante,"Uma resposta fisiológica especial ao calor escaldante que proporciona [20,40] humor. Nos próximos 15 minutos, a taxa de declínio do humor diminui em [30,50]% e os efeitos de melhoria do humor aumentam em [75,100]%.",Nenhum,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_247.png,Carne de amor,"Um entusiasta da carne que fica satisfeito ao consumi-la e ganha 60 de Humor. Nos próximos 15 minutos, a taxa de declínio do humor diminui em 70%, e os efeitos de melhora do humor aumentam em 125%. (Durante esse período, pode levar a um estado de euforia.)",Nenhum,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_262.png,Gosta de neve,"Adora o inverno em particular e ganha [20,40] de humor quando neva. Nos próximos 15 minutos, a taxa de declínio do humor diminui em [30,50]% e os efeitos de melhoria do humor aumentam em [75,100]%.",Nenhum,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_289.png,Adoro estar perto da água.,"Com uma dependência única de corpos d'água, ganha 60 de Humor ao viver perto de um. Nos próximos 15 minutos, a taxa de declínio do humor diminui em 70%, e os efeitos de melhora do humor aumentam em 125%. (Durante esse período, pode levar a um estado de euforia.)",Nenhum,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_426.png,Não gosta de armas de bronze.,"Perde 6 pontos de humor ao equipar armas de bronze. Nos próximos 5 minutos, a taxa de declínio de humor aumenta em 100% e os efeitos de melhora de humor diminuem em 60%. (Durante esse período, entra em estado de melancolia).",Nenhum,Preferências
