Icon,Title EN,Title PT,Description EN,Description PT,Exclusive EN,Exclusive PT,Type EN,Type PT
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_272.png,Likes cloth wears,Gosta de roupas de tecido,"Likes the texture of cloth and gains [20,40] Mood when equipped with cloth gear. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Gosta da textura de tecidos e ganha 40 de Humor ao usar equipamentos de tecido. Pelos próximos 15 minutos, a taxa de queda do humor diminui em [20,40] e os efeitos de melhoria do humor aumentam em [30,50]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_273.png,Love cloth gear,Uma predileção por roupas de tecido,"A cloth enthusiast. Gains 60 Mood when equipped with cloth gear. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Um entusiasta de tecidos. Ganha 60 de Humor ao usar equipamentos de tecido. Pelos próximos 15 minutos, a taxa de queda do humor diminui em 70% e os efeitos de melhoria do humor aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_275.png,Love stone weapons,Uma predileção por armas de pedra,"A stone weapon enthusiast who gains 60 Mood when equipped with stone weapons. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Um entusiasta de armas de pedra que ganha 60 de Humor ao usar armas de pedra. Pelos próximos 15 minutos, a taxa de queda do humor diminui em 70% e os efeitos de melhoria do humor aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_276.png,Likes bronze armor,Gosta de armaduras de bronze,"Likes the safety of bronze armor and gains [20,40] Mood when wearing it. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Gosta da segurança proporcionada pela armadura de bronze e ganha 40 de Humor ao usá-la. Pelos próximos 15 minutos, a taxa de queda do humor diminui em [20,40] e os efeitos de melhoria do humor aumentam em [30,50]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_277.png,Love bronze armor,Uma predileção por armaduras de bronze,"Passionate about bronze armor and gains 60 Mood when equipped with it. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Apaixonado por armaduras de bronze e ganha 60 de Humor ao usar uma. Pelos próximos 15 minutos, a taxa de queda do humor diminui em 70% e os efeitos de melhoria do humor aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_278.png,Likes bronze weapons,Gosta de armas de bronze,"Likes bronze weapons and gains [20,40] Mood when equipped with bronze weapons. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Gosta de armas de bronze e ganha 40 de Humor ao usar armas de bronze. Pelos próximos 15 minutos, a taxa de queda do humor diminui em [20,40] e os efeitos de melhoria do humor aumentam em [30,50]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_279.png,Love bronze weapons,Uma predileção por armas de bronze,"A bronze weapon enthusiast who gains 60 Mood when equipped with bronze weapons. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Um entusiasta de armas de bronze que ganha 60 de Humor ao usar armas de bronze. Pelos próximos 15 minutos, a taxa de queda do humor diminui em 70% e os efeitos de melhoria do humor aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_280.png,Likes to lie down,Gosta de ficar sem fazer nada,"Sleep is particularly important. When resting, feels a sense of well-being and gains [20,40] Mood. For the next 15 minutes, the rate of mood decline decreases by [30,50]% and mood-improvement effects increase by [75,100]%.","O sono é particularmente importante. Ao descansar, sente-se bem e ganha 40 de Humor. Pelos próximos 15 minutos, a taxa de queda do humor diminui em [20,40] e os efeitos de melhoria do humor aumentam em [30,50]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_281.png,Love lying down,Uma predileção por ficar sem fazer nada,"Likes sleeping and gains 60 Mood when resting. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Gosta de dormir e ganha 60 de Humor ao descansar. Pelos próximos 15 minutos, a taxa de queda do humor diminui em 70% e os efeitos de melhoria do humor aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_282.png,Likes living in herds,Gosta de viver em comunidade,"Likes living in crowded places and gains [20,40] Mood with over 10 people in the tribe. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Gosta de viver em lugares populosos e ganha 40 de Humor com mais de 10 pessoas na tribo. Pelos próximos 15 minutos, a taxa de queda do humor diminui em [20,40] e os efeitos de melhoria do humor aumentam em [30,50]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_283.png,Love communal living,Uma predileção por vida em comunidade,"Passionate about communal living and gains 60 Mood when there are more than 10 people in the tribe. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Apaixonado por vida em comunidade e ganha 60 de Humor quando há mais de 10 pessoas na tribo. Pelos próximos 15 minutos, a taxa de queda do humor diminui em 70% e os efeitos de melhoria do humor aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_284.png,Likes outstanding leaders,Gosta de líderes excepcionais,"When the leader is of purple or higher quality, the barbarian gains [20,40] Mood. For the next 15 minutes, the rate of mood decline decreases by [30,50]% and mood-improvement effects increase by [75,100]%.","Quando o líder é de qualidade roxa ou superior, o selvagem ganha 40 de Humor. Pelos próximos 15 minutos, a taxa de queda do humor diminui em [20,40] e os efeitos de melhoria do humor aumentam em [30,50]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_285.png,Love outstanding leaders,Uma predileção por líderes excepcionais,"When the leader is of purple or higher quality, the barbarian gains 60 Mood. For the next 15 minutes, the rate of mood decline decreases by 70% and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Quando o líder é de qualidade roxa ou superior, o selvagem ganha 60 de Humor. Pelos próximos 15 minutos, a taxa de queda do humor diminui em 70% e os efeitos de melhoria do humor aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_286.png,Likes alpaca and llama,Gosto por Alpacas e Lhamas,"Loves being around alpacas or llamas. Gains [20,40] Mood periodically when there's an alpaca or llama nearby. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Fica feliz com a presença de alpacas ou lhamas. A cada intervalo ganha 40 pontos de humor e, por 15 minutos, a taxa de queda de humor é reduzida em [20,40]. Ao ganhar humor, o ganho é aumentado em [30,50]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_287.png,Loves alpaca and llama,Amor por Alpacas e Lhamas,"Loves being around alpacas or llamas. Gains 60 Mood periodically when there's an alpaca or llama nearby. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (Leads to a state of elation.)","Ama alpacas e lhamas. Quando estiver perto delas, ganha 60 pontos de humor a cada intervalo e, por 15 minutos, a taxa de queda de humor é reduzida em 70%. Ao ganhar humor, o ganho é aumentado em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_288.png,Likes to be by water,Gosta de estar perto da água,"Likes to be by water and gains [20,40] Mood when living near a water body. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Gosta de estar perto da água e ganha 40 de Humor ao viver perto de um corpo d'água. Pelos próximos 15 minutos, a taxa de queda do humor diminui em [20,40] e os efeitos de melhoria do humor aumentam em [30,50]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_290.png,Likes mild cold,Gosta de frio ameno,"A special physiological response to mild cold that gives [20,40] Mood. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Uma resposta fisiológica especial ao frio ameno que dá 40 de Humor. Pelos próximos 15 minutos, a taxa de queda do humor diminui em [20,40] e os efeitos de melhoria do humor aumentam em [30,50]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_291.png,Love mild cold,Uma predileção por frio ameno,"Due to a special preference, gains 60 Mood when feeling the mild cold. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Devido a uma preferência especial, ganha 60 de Humor ao sentir o frio ameno. Pelos próximos 15 minutos, a taxa de queda do humor diminui em 70% e os efeitos de melhoria do humor aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_292.png,Likes mild heat,Gosta de calor ameno,"A special physiological response to mild heat that gives [20,40] Mood. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Uma resposta fisiológica especial ao calor ameno que dá 40 de Humor. Pelos próximos 15 minutos, a taxa de queda do humor diminui em [20,40] e os efeitos de melhoria do humor aumentam em [30,50]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_293.png,Love mild heat,Uma predileção por calor ameno,"Due to a special preference, gains 60 Mood when feeling the mild heat. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Devido a uma preferência especial, ganha 60 de Humor ao sentir o calor ameno. Pelos próximos 15 minutos, a taxa de queda do humor diminui em 70% e os efeitos de melhoria do humor aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_294.png,Likes comfortable temperatures,Gosta de temperaturas confortáveis,"Gains [20,40] Mood when enjoying pleasant weather. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Ganha 40 de Humor ao desfrutar de temperaturas confortáveis. Pelos próximos 15 minutos, a taxa de queda do humor diminui em [20,40] e os efeitos de melhoria do humor aumentam em [30,50]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_295.png,Love comfortable temperatures,Uma predileção por temperaturas confortáveis,"Passionate about comfortable temperatures. When in such environments, mood increases by 60. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Apaixonado por temperaturas confortáveis. Quando nesses ambientes, o humor aumenta em 60. Pelos próximos 15 minutos, a taxa de queda do humor diminui em 70% e os efeitos de melhoria do humor aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_296.png,Likes the cold,Gosta de frio,"A special physiological response to cold that gives [20,40] Mood. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Uma resposta fisiológica especial ao frio que dá 40 de Humor. Pelos próximos 15 minutos, a taxa de queda do humor diminui em [20,40] e os efeitos de melhoria do humor aumentam em [30,50]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_297.png,Love the cold,Uma predileção por frio,"Due to a special preference, gains 60 Mood when feeling the cold. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Devido a uma preferência especial, ganha 60 de Humor ao sentir frio. Pelos próximos 15 minutos, a taxa de queda do humor diminui em 70% e os efeitos de melhoria do humor aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_299.png,Love scorching heat,Uma predileção por calor escaldante,"Due to a special preference, gains 60 Mood when feeling the scorching heat. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Devido a uma preferência especial, ganha 60 de Humor ao sentir o calor escaldante. Pelos próximos 15 minutos, a taxa de queda do humor diminui em 70% e os efeitos de melhoria do humor aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_300.png,Likes legendary leaders,Gosta de líderes lendários,"When the leader is of red or higher quality, the barbarian gains [20,40] Mood. For the next 15 minutes, the rate of mood decline decreases by [30,50]% and mood-improvement effects increase by [75,100]%.","Quando o líder é de qualidade vermelha ou superior, o selvagem ganha 40 de Humor. Pelos próximos 15 minutos, a taxa de queda do humor diminui em [20,40] e os efeitos de melhoria do humor aumentam em [30,50]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_301.png,Love legendary leaders,Uma predileção por líderes lendários,"When the leader is of red quality, the barbarian gains 60 Mood. For the next 15 minutes, the rate of mood decline decreases by 70% Mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Quando o líder é de qualidade vermelha ou superior, o selvagem ganha 60 de Humor. Pelos próximos 15 minutos, a taxa de queda do humor diminui em 70% e os efeitos de melhoria do humor aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_302.png,Likes panther,Gosta de leopardos,"Feels elated when there's a panther nearby and gains [20,40] Mood at a fixed interval. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Sente-se alegre ao estar próximo de leopardos, recebendo 40 pontos de Humor a cada intervalo de tempo. Por 15 minutos, a taxa de queda de Humor é reduzida em [20,40] e os pontos de Humor adquiridos aumentam em [30,50]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_303.png,Passionate about panther,Adora leopardos,"Loves panthers in particular and gains 60 Mood at a fixed interval when there's a panther nearby. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Sente uma grande afeição por leopardos, recebendo 60 pontos de Humor a cada intervalo de tempo na presença deles. Além disso, durante 15 minutos, a taxa de queda de Humor diminui em 70% e os pontos de Humor adquiridos aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_304.png,Likes parrot,Gosta de papagaios,"Feels elated when there's a parrot nearby and gains [20,40] Mood at a fixed interval. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Sente-se alegre ao estar próximo de papagaios, recebendo 40 pontos de Humor a cada intervalo de tempo. Por 15 minutos, a taxa de queda de Humor é reduzida em [20,40] e os pontos de Humor adquiridos aumentam em [30,50]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_305.png,Passionate about parrot,Adora papagaios,"Gets captivated by the alluring parrots, and gains 60 Mood at a fixed interval when there's a parrot nearby. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Papagaios são criaturas exuberantes e fascinantes. Na presença deles, recebe 60 pontos de Humor a cada intervalo de tempo. Além disso, durante 15 minutos, a taxa de queda de Humor diminui em 70% e os pontos de Humor adquiridos aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_306.png,Likes monkey,Gosta de macacos,"Gains [20,40] Mood at a fixed interval when there's a monkey nearby. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Sente-se alegre ao estar próximo de macacos, recebendo 40 pontos de Humor a cada intervalo de tempo. Por 15 minutos, a taxa de queda de Humor é reduzida em [20,40] e os pontos de Humor adquiridos aumentam em [30,50]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_307.png,Passionate about monkey,Adora macacos,"Always amused by funny monkeys, and gains 60 Mood at a fixed interval when there's a monkey nearby. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Macacos são criaturas engraçadas e divertidas. Na presença deles, recebe 60 pontos de Humor a cada intervalo de tempo. Além disso, durante 15 minutos, a taxa de queda de Humor diminui em 70% e os pontos de Humor adquiridos aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_308.png,Likes ostrich,Gosta de avestruzes,"Feels elated when there's an ostrich nearby and gains [20,40] Mood at a fixed interval. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.","Sente-se alegre ao estar próximo de avestruzes, recebendo 40 pontos de Humor a cada intervalo de tempo. Por 15 minutos, a taxa de queda de Humor é reduzida em [20,40] e os pontos de Humor adquiridos aumentam em [30,50]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_309.png,Passionate about ostrich,Adora avestruzes,"Loves ostrich in particular and gains 60 Mood at a fixed interval when there's an ostrich nearby. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Sente uma grande afeição por avestruzes, recebendo 60 pontos de Humor a cada intervalo de tempo na presença deles. Além disso, durante 15 minutos, a taxa de queda de Humor diminui em 70% e os pontos de Humor adquiridos aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_311.png,Loves defecation,Adora defecar,"Due to a special preference, feels satisfied and gains 60 Mood when defecating. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Sente um prazer especial ao defecar, ganhando 60 pontos de humor ao fazê-lo. Por 15 minutos, a taxa de queda de Humor é reduzida em 70% e os pontos de Humor adquiridos aumentam em 125%. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_312.png,Unusual liking,Gostos Peculiares,"How come it's liked this way? Being covered in feces adds to the excitement; gains 20 Mood when consuming it, and for the next 15 minutes, the rate of mood decline decreases by 30%, and mood-improvement effects increase by 75%. (During this time, it can lead to a state of elation.)","O que é isso? Como alguém consegue gostar desse cheiro? Ficar coberto de fezes deixa você mais animado. Ao consumir, ganha 20 pontos de humor e a taxa de queda do humor diminui em 30% por 15 minutos, com um aumento de 75% ao ganhar pontos de humor.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_313.png,Yummy!,Esse cheiro mesmo,"Yeah, this flavor is the one - insanely stimulating and totally addictive. Being covered in feces adds to the excitement; gains 40 Mood when consuming it, and for the next 15 minutes, the rate of mood decline decreases by 50%, and mood-improvement effects increase by 100%.","Hmm, esse cheiro... Estimulante, mas também inebriante. Ficar coberto de fezes deixa você mais animado. Ao consumir, ganha 40 pontos de humor e a taxa de queda do humor diminui em 50% por 15 minutos, com um aumento de 100% ao ganhar pontos de humor.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_314.png,Terrifying Hobbies,Gostos Macabros,"The taste is hard to talk about, yet irresistible. Being covered in feces adds to the excitement; gains 60 Mood when consuming it, and for the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)","Difícil de admitir, mas é irresistível. Ficar coberto de fezes deixa você mais animado. Ao consumir, ganha 60 pontos de humor e a taxa de queda do humor diminui em 70% por 15 minutos, com um aumento de 125% ao ganhar pontos de humor. (Durante este período, é possível alcançar um estado de euforia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_391.png,Aversion to staple food,Aversão a alimentos básicos,"Feels nauseous and loses [2,4] Mood when consuming staple food. For the next 5 minutes, the rate of mood decline increases by [50,75]%, and mood-improving effects decrease by [20,40]%.","Sente náuseas e perde 2 de Humor ao consumir alimentos básicos. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_392.png,Dislikes staple food,Não gosta de alimentos básicos,"Feels nauseous and loses 6 Mood when consuming staple food. For the next 5 minutes, the rate of mood decline increases by 100%, and mood-improving effects decrease by 60%. (In the duration, enters a state of melancholy)","Sente náuseas e perde 6 de Humor ao consumir alimentos básicos. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100%, e os efeitos de melhoria do humor diminuem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_393.png,Aversion to meat,Aversão à carne,"Eating meat lowers [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]%, and mood-improving effects decrease by [20,40]%.","Comer carne diminui 2 de Humor. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4], e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_394.png,Dislikes meat,Não gosta de carne,"Eating meat lowers 6 Mood. For the next 5 minutes, the rate of mood decline increases by 100%, and mood-improving effects decrease by 60%. (In the duration, enters a state of melancholy)","Comer carne diminui 6 de Humor. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100%, e os efeitos de melhoria do humor diminuem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_395.png,Aversion to sauced meat,Aversão à carne ao molho,"Eating sauced meat lowers [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]%, and mood-improving effects decrease by [20,40]%.","Comer carne ao molho diminui 2 de Humor. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_397.png,Aversion to tomatoes,Aversão a tomates,"Eating tomatoes lowers [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]%, and mood-improving effects decrease by [20,40]%.","Comer tomates diminui 2 de Humor. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_398.png,Dislikes tomatoes,Não gosta de tomates,"Eating tomatoes lowers 6 Mood. For the next 5 minutes, the rate of mood decline increases by 100%, and mood-improving effects decrease by 60%. (In the duration, enters a state of melancholy)","Comer tomates diminui 6 de Humor. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100% e os efeitos de melhoria do humor diminuem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_399.png,Aversion to fruits & vegetables,Aversão a frutas e vegetais,"Eating fruits or vegetables lowers [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]%, and mood-improving effects decrease by [20,40]%.","Comer frutas ou vegetais diminui 2 de Humor. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_400.png,Dislikes fruits & vegetables,Não gosta de frutas e vegetais,"Eating fruits or vegetables lowers 6 Mood. For the next 5 minutes, the rate of mood decline increases by 100%, and mood-improving effects decrease by 60%. (In the duration, enters a state of melancholy)","Comer frutas ou vegetais diminui 6 de Humor. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100% e os efeitos de melhoria do humor diminuem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_401.png,Aversion to tobacco,Aversão ao tabaco,"Feels aversion to tobacco and Mood drops by [2,4] when smoking. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.","Sente aversão ao tabaco e o Humor diminui 2 ao fumar. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_402.png,Dislikes tobacco,Não gosta do tabaco,"Dislikes the scent of tobacco and Mood drops by 6 when smoking. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)","Não gosta do cheiro do tabaco e o Humor diminui 6 ao fumar. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100% e os efeitos de melhoria do humor diminuem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_403.png,Aversion to alcohol,Aversão ao álcool,"Dislike of alcohol causes mood to drop by [2,4] when drinking. For the next 5 minutes, the rate of mood decline increases by [50,75]% and Mood gain decreases by [20,40]%.","Aversão ao álcool que faz com que o Humor diminua em 2 ao beber. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e o ganho de Humor diminui em [50,75]%.",,Nenhum,Preferences,Preferências
